Id,data_venda,vendedor,equipe,categoria_servico,servico,quantidade,preco_unitario,custo,cliente,estado,regiao
1889,2023-02-25,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,8,708.78,414.18,Ferreira da Mota - ME,RS,sul
1890,2024-02-10,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,14,402.87,292.17,Lopes,MG,sudeste
1891,2022-07-28,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,12,468.04,253.62,Rocha Rocha e Filhos,MG,sudeste
1892,2024-10-02,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,20,1337.06,934.94,Costela,AM,norte
1893,2022-10-11,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,15,611.56,515.46,Costela,MT,centro-oeste
1894,2025-02-20,Agatha,Equipe Solaris,Consultoria,Auditoria de Sistemas,14,710.38,510.12,Barros Ltda.,PE,nordeste
1895,2023-11-19,Agatha,Equipe Solaris,Consultoria,Auditoria de Sistemas,13,1280.62,725.91,Fogaça,PE,nordeste
1896,2023-12-19,Agatha,Equipe Solaris,Consultoria,Auditoria de Sistemas,11,503.9,426.95,Nascimento,RO,norte
1897,2023-02-09,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,5,1121.32,698.87,Rezende Novaes - ME,PR,sul
1898,2024-11-25,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,12,471.39,371.51,Aragão Mendes - ME,SP,sudeste
1899,2025-02-28,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,20,349.07,207.74,Lopes da Luz e Filhos,BA,nordeste
1900,2024-08-16,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,11,345.78,186.01,da Cunha Costela - EI,PR,sul
1901,2023-04-16,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,5,765.27,539.47,Teixeira,PE,nordeste
1902,2024-08-29,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,8,487.71,436.95,da Mata - ME,PA,norte
1903,2024-06-17,Luna,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,5,288.73,235.26,Nogueira - ME,SP,sudeste
1904,2025-05-28,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,6,917.05,582.31,Fogaça,PE,nordeste
1905,2023-10-05,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,7,1175.89,760.49,Ribeiro,BA,nordeste
1906,2024-04-23,Ana Júlia,Equipe Solaris,Consultoria,Gestão de Projetos de TI,11,1051.28,758.46,Rodrigues Rocha - ME,AM,norte
1907,2024-07-31,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,8,429.6,276.24,Nogueira - ME,RS,sul
1908,2022-10-06,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,18,465.87,340.66,Lima,PE,nordeste
1909,2024-02-17,Isabella,Equipe Solaris,Infraestrutura,Suporte Técnico,9,987.66,545.43,Moura Ltda.,DF,centro-oeste
1910,2024-11-17,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,14,1120.7,1008.15,Costa Ltda.,SP,sudeste
1911,2024-07-19,Agatha,Equipe Solaris,Desenvolvimento,Integração de Sistemas,2,298.09,153.92,Alves S/A,PE,nordeste
1912,2024-11-14,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,20,1323.01,1045.89,da Paz Fogaça Ltda.,CE,nordeste
1913,2023-09-30,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,5,208.06,109.92,Cardoso,RO,norte
1914,2022-10-14,Isabella,Equipe Solaris,Desenvolvimento,Integração de Sistemas,2,444.51,348.91,da Mota Santos S.A.,SC,sul
1915,2025-03-26,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,19,642.94,488.97,Pires - ME,RO,norte
1916,2024-05-30,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,18,726.75,475.44,Santos Alves Ltda.,RO,norte
1917,2024-05-31,Danilo,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,19,1276.07,917.13,Duarte,PA,norte
1918,2022-11-05,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,14,701.39,559.77,Castro Barros e Filhos,SP,sudeste
1919,2025-03-16,Luna,Equipe Solaris,Desenvolvimento,Integração de Sistemas,10,1188.08,707.29,Cardoso Fernandes e Filhos,RS,sul
1920,2022-12-11,Agatha,Equipe Solaris,Infraestrutura,Backup em Nuvem,18,1074.19,547.36,Porto,RJ,sudeste
1921,2022-08-29,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,15,704.89,382.03,Dias Oliveira - ME,RO,norte
1922,2024-05-31,Danilo,Equipe Solaris,Consultoria,Auditoria de Sistemas,18,547.83,393.93,Lima Oliveira Ltda.,SP,sudeste
1923,2022-10-23,Luna,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,16,1429.84,1015.69,Peixoto,RO,norte
1924,2023-07-11,Ana Júlia,Equipe Solaris,Desenvolvimento,Automação de Processos,17,510.42,327.42,Viana Vieira Ltda.,RS,sul
1925,2022-10-12,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,7,737.95,464.53,Moreira - EI,RS,sul
1926,2023-03-24,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,6,1107.25,936.79,da Conceição,GO,centro-oeste
1927,2023-08-14,Isabella,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,3,1398.94,1207.71,Silveira Ltda.,RJ,sudeste
1928,2024-06-20,Agatha,Equipe Solaris,Consultoria,Treinamento em TI,12,765.04,686.54,Freitas,SP,sudeste
1929,2023-05-20,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,5,478.87,272.59,Pires,RS,sul
1930,2023-10-13,Ana Júlia,Equipe Solaris,Consultoria,Consultoria em TI,2,1482.83,1124.54,Azevedo S/A,GO,centro-oeste
1931,2024-11-18,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,11,448.26,225.25,da Cunha,RS,sul
1932,2023-11-30,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,1,624.07,509.89,Araújo,CE,nordeste
1933,2023-06-24,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,1,1264.22,701.48,Carvalho,BA,nordeste
1934,2022-07-02,Agatha,Equipe Solaris,Infraestrutura,Hospedagem de Sites,15,245.74,139.75,Pinto - ME,PE,nordeste
1935,2024-05-19,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,12,1080.18,959.31,Teixeira,SP,sudeste
1936,2023-04-02,Isabella,Equipe Solaris,Infraestrutura,Suporte Técnico,4,1331.28,1038.0,Peixoto S.A.,RS,sul
1937,2022-12-31,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,7,464.43,373.82,da Luz S/A,RJ,sudeste
1938,2023-11-02,Agatha,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,7,521.7,316.44,Cardoso Fernandes - ME,RO,norte
1939,2022-09-08,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,12,545.4,485.97,da Rocha,DF,centro-oeste
1940,2023-12-20,Danilo,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,1360.48,1064.23,Martins - ME,CE,nordeste
1941,2022-08-30,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,20,1345.52,1099.96,Monteiro,RJ,sudeste
1942,2024-10-09,Agatha,Equipe Solaris,Desenvolvimento,Integração de Sistemas,11,526.13,373.54,Cardoso Silva S/A,CE,nordeste
1943,2025-03-10,Luna,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,17,1097.89,982.5,Santos,AM,norte
1944,2023-07-02,Isabella,Equipe Solaris,Consultoria,Treinamento em TI,8,1049.73,615.63,Gonçalves,CE,nordeste
1945,2023-08-13,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,16,194.12,110.59,Lima Nascimento S.A.,RS,sul
1946,2023-01-14,Isabella,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,6,371.67,233.72,Rocha,SC,sul
1947,2025-02-12,Ana Júlia,Equipe Solaris,Consultoria,Gestão de Projetos de TI,2,340.23,274.22,Oliveira,MT,centro-oeste
1948,2023-04-17,Ana Júlia,Equipe Solaris,Consultoria,Gestão de Projetos de TI,11,648.79,435.22,Porto - ME,RJ,sudeste
1949,2024-05-17,Agatha,Equipe Solaris,Consultoria,Consultoria em TI,16,347.46,183.75,Souza,GO,centro-oeste
1950,2024-05-11,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,18,863.21,542.71,Farias,RJ,sudeste
1951,2024-03-12,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,2,1425.22,1167.1,Peixoto,MT,centro-oeste
1952,2024-07-03,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,13,1266.31,865.26,Castro,RJ,sudeste
1953,2023-04-01,Luna,Equipe Solaris,Consultoria,Treinamento em TI,15,742.41,562.87,Jesus,GO,centro-oeste
1954,2022-09-02,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,16,502.14,402.32,Alves,RJ,sudeste
1955,2024-09-15,Danilo,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,1295.49,892.19,Rodrigues Nunes - ME,AM,norte
1956,2024-05-21,Danilo,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,10,1406.6,813.83,Gomes da Luz e Filhos,SP,sudeste
1957,2024-01-08,Luna,Equipe Solaris,Infraestrutura,Backup em Nuvem,10,169.15,147.07,Almeida,SC,sul
1958,2023-04-01,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,5,182.27,133.81,Rocha - ME,RS,sul
1959,2022-07-08,Isabella,Equipe Solaris,Desenvolvimento,Integração de Sistemas,2,170.08,135.49,Melo da Costa S/A,BA,nordeste
1960,2023-09-28,Agatha,Equipe Solaris,Consultoria,Treinamento em TI,17,869.39,724.91,Lopes,SC,sul
1961,2024-05-21,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,19,743.14,380.08,Moura - ME,RS,sul
1962,2024-09-19,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,20,530.48,457.78,Vieira,GO,centro-oeste
1963,2023-07-04,Agatha,Equipe Solaris,Consultoria,Auditoria de Sistemas,8,1033.75,538.18,Novaes Cardoso e Filhos,PA,norte
1964,2023-11-04,Agatha,Equipe Solaris,Consultoria,Treinamento em TI,19,724.18,399.67,da Rocha,SP,sudeste
1965,2023-04-23,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,14,167.77,143.0,Teixeira Ltda.,SP,sudeste
1966,2022-08-03,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,16,179.91,138.72,Dias,SC,sul
1967,2024-08-17,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,8,618.86,508.57,Nascimento,SP,sudeste
1968,2024-06-01,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,18,899.33,631.63,Duarte,RO,norte
1969,2024-09-25,Ana Júlia,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,8,1053.31,743.84,Gonçalves,DF,centro-oeste
1970,2025-02-22,Agatha,Equipe Solaris,Consultoria,Auditoria de Sistemas,7,1034.64,794.51,Oliveira,RO,norte
1971,2023-02-10,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,11,777.08,681.35,Sales,RO,norte
1972,2024-04-28,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,14,1417.0,880.57,Freitas,RS,sul
1973,2023-02-14,Danilo,Equipe Solaris,Infraestrutura,Backup em Nuvem,17,634.74,554.39,Ramos Ltda.,BA,nordeste
1974,2023-11-09,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,19,818.42,695.72,Gomes Cavalcanti S.A.,DF,centro-oeste
1975,2024-05-07,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,4,907.22,656.08,Ferreira Gomes e Filhos,RO,norte
1976,2025-03-23,Agatha,Equipe Solaris,Infraestrutura,Backup em Nuvem,20,364.13,185.7,Azevedo,RO,norte
1977,2023-01-08,Danilo,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,12,1488.45,1215.7,Dias Moura Ltda.,BA,nordeste
1978,2024-11-25,Luna,Equipe Solaris,Consultoria,Auditoria de Sistemas,15,967.18,858.66,da Costa S.A.,PA,norte
1979,2023-05-31,Danilo,Equipe Solaris,Infraestrutura,Backup em Nuvem,9,1119.48,752.49,das Neves S.A.,RJ,sudeste
1980,2025-03-03,Ana Júlia,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,6,1404.3,813.97,Gomes - ME,MG,sudeste
1981,2022-07-16,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,1,508.69,366.04,Moura Gomes S/A,MG,sudeste
1982,2023-07-01,Agatha,Equipe Solaris,Infraestrutura,Hospedagem de Sites,14,1378.91,1191.38,da Cunha S.A.,DF,centro-oeste
1983,2023-05-08,Agatha,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,9,500.8,366.04,Melo da Cruz Ltda.,PE,nordeste
1984,2023-11-12,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,13,1464.2,1192.91,Pires,SP,sudeste
1985,2022-11-26,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,15,221.67,142.89,Nunes,AM,norte
1986,2023-08-24,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,1251.98,815.81,da Cunha Viana - EI,SP,sudeste
1987,2023-09-22,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,11,1230.93,878.12,Barbosa Porto S/A,SC,sul
1988,2025-02-01,Ana Júlia,Equipe Solaris,Consultoria,Consultoria em TI,16,314.09,273.33,Gonçalves,SP,sudeste
1989,2024-05-13,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,588.93,446.71,Nascimento,AM,norte
1990,2024-03-23,Danilo,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,11,632.38,351.02,Gomes,BA,nordeste
1991,2024-01-10,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,17,474.06,284.91,Araújo,SP,sudeste
1992,2023-07-09,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,18,1013.28,894.21,Costela Teixeira - ME,SP,sudeste
1993,2024-10-08,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,17,496.01,420.28,Azevedo Ltda.,GO,centro-oeste
1994,2025-02-28,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,3,436.97,365.27,Dias,PA,norte
1995,2023-01-07,Agatha,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,657.3,481.79,Fernandes e Filhos,CE,nordeste
1996,2022-12-20,Luna,Equipe Solaris,Consultoria,Treinamento em TI,11,1371.16,983.97,Moraes Barros S/A,MT,centro-oeste
1997,2024-03-29,Danilo,Equipe Solaris,Consultoria,Treinamento em TI,12,594.25,438.73,Azevedo S.A.,RJ,sudeste
1998,2025-05-06,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,5,396.33,208.09,das Neves,MG,sudeste
1999,2022-11-16,Luna,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,13,1311.05,830.91,Pereira,MT,centro-oeste
2000,2024-01-29,Luna,Equipe Solaris,Consultoria,Treinamento em TI,7,206.87,129.16,Pires Ltda.,PR,sul
2001,2023-10-15,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,13,1063.88,625.19,Novaes Ltda.,AM,norte
2002,2024-04-23,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,1,593.98,369.12,Cunha Sales e Filhos,GO,centro-oeste
2003,2022-10-03,Luna,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,1,642.71,568.12,Pinto S/A,PR,sul
2004,2023-07-09,Agatha,Equipe Solaris,Consultoria,Treinamento em TI,13,399.56,259.68,Porto,DF,centro-oeste
2005,2024-03-13,Agatha,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,16,1348.92,794.45,Cardoso Peixoto Ltda.,RS,sul
2006,2024-01-17,Ana Júlia,Equipe Solaris,Desenvolvimento,Automação de Processos,9,631.77,372.27,da Rosa Jesus S/A,BA,nordeste
2007,2023-08-16,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,7,364.98,326.42,Gomes da Rocha S.A.,PA,norte
2008,2024-09-02,Luna,Equipe Solaris,Consultoria,Consultoria em TI,12,419.84,292.13,Viana,PE,nordeste
2009,2023-05-27,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,16,692.51,561.38,Farias Rodrigues - ME,CE,nordeste
2010,2023-07-09,Agatha,Equipe Solaris,Consultoria,Consultoria em TI,6,294.22,246.32,da Rocha,DF,centro-oeste
2011,2024-07-23,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,7,883.03,643.27,Carvalho,AM,norte
2012,2024-11-04,Danilo,Equipe Solaris,Consultoria,Treinamento em TI,10,746.97,637.63,Moraes Nogueira S/A,PA,norte
2013,2025-04-22,Agatha,Equipe Solaris,Desenvolvimento,Integração de Sistemas,8,638.46,478.77,Araújo,MG,sudeste
2014,2023-01-03,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,8,991.3,811.09,da Mata,MG,sudeste
2015,2024-10-15,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,2,852.5,616.53,Gonçalves Martins S/A,RJ,sudeste
2016,2023-04-18,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,12,931.39,566.02,da Costa,CE,nordeste
2017,2025-05-25,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,4,1026.1,686.03,da Rocha,RS,sul
2018,2022-09-17,Luna,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,3,1202.87,738.59,da Costa S.A.,CE,nordeste
2019,2023-03-09,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,3,537.63,340.74,Costa,CE,nordeste
2020,2023-07-04,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,6,1151.44,801.44,Moura,GO,centro-oeste
2021,2023-08-21,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,20,771.03,561.99,Dias,RJ,sudeste
2022,2024-05-22,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,10,684.69,612.68,Cardoso - EI,GO,centro-oeste
2023,2022-07-03,Ana Júlia,Equipe Solaris,Consultoria,Gestão de Projetos de TI,2,510.95,277.9,Ribeiro Ltda.,PR,sul
2024,2024-06-28,Danilo,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,13,1110.09,682.56,Correia Correia S.A.,BA,nordeste
2025,2022-09-18,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,3,163.5,143.61,Pereira,SC,sul
2026,2024-04-26,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,6,334.3,229.47,Nogueira Porto e Filhos,RS,sul
2027,2024-02-10,Luna,Equipe Solaris,Consultoria,Treinamento em TI,8,306.47,270.17,Silva Campos Ltda.,RS,sul
2028,2024-12-01,Agatha,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,8,1109.61,909.26,Ferreira - ME,RJ,sudeste
2029,2025-02-09,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,19,1102.96,554.82,Farias,SC,sul
2030,2022-06-01,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,6,1262.95,1073.02,Viana Araújo e Filhos,CE,nordeste
2031,2023-01-25,Agatha,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,4,166.19,146.8,Caldeira,PR,sul
2032,2023-12-19,Danilo,Equipe Solaris,Infraestrutura,Suporte Técnico,1,986.53,547.99,Gonçalves,SC,sul
2033,2024-07-15,Danilo,Equipe Solaris,Infraestrutura,Hospedagem de Sites,20,1092.49,760.57,Porto Azevedo S/A,CE,nordeste
2034,2024-05-01,Agatha,Equipe Solaris,Infraestrutura,Hospedagem de Sites,7,622.3,397.83,Castro Novaes S.A.,RO,norte
2035,2023-02-18,Isabella,Equipe Solaris,Infraestrutura,Suporte Técnico,9,308.41,258.15,Martins,CE,nordeste
2036,2025-04-22,Luna,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,11,1275.16,1052.64,Porto Ltda.,RO,norte
2037,2025-04-11,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,12,472.8,259.57,da Mota,DF,centro-oeste
2038,2024-01-10,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,9,1440.83,900.46,Barros - ME,SC,sul
2039,2023-02-05,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,16,1205.66,863.2,Silveira S.A.,SP,sudeste
2040,2024-04-27,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,15,1141.52,749.43,Moreira,RO,norte
2041,2022-11-10,Agatha,Equipe Solaris,Infraestrutura,Hospedagem de Sites,15,1210.28,999.79,Fernandes,RJ,sudeste
2042,2023-11-11,Luna,Equipe Solaris,Infraestrutura,Hospedagem de Sites,14,194.15,140.14,Pires Ribeiro - EI,SC,sul
2043,2023-01-19,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,11,323.15,186.93,da Conceição - ME,RJ,sudeste
2044,2024-04-13,Luna,Equipe Solaris,Infraestrutura,Backup em Nuvem,15,992.92,755.79,Ribeiro Ltda.,RO,norte
2045,2023-05-09,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,7,1002.66,893.71,Souza - EI,SP,sudeste
2046,2025-01-03,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,8,632.76,537.22,Ferreira - EI,SP,sudeste
2047,2023-06-02,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,1,1486.14,822.83,Novaes,MG,sudeste
2048,2023-08-29,Danilo,Equipe Solaris,Infraestrutura,Suporte Técnico,5,1175.23,600.55,Cavalcanti Nogueira S/A,MG,sudeste
2049,2025-05-25,Ana Júlia,Equipe Solaris,Desenvolvimento,Automação de Processos,16,184.31,126.01,Rezende Castro - ME,PR,sul
2050,2023-05-09,Isabella,Equipe Solaris,Consultoria,Treinamento em TI,10,1153.88,912.29,Costa e Filhos,PE,nordeste
2051,2022-10-29,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,7,718.27,568.39,da Conceição,GO,centro-oeste
2052,2023-07-17,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,14,537.45,453.32,Barros,BA,nordeste
2053,2022-08-16,Agatha,Equipe Solaris,Consultoria,Consultoria em TI,11,462.85,323.89,Jesus Moura Ltda.,CE,nordeste
2054,2023-07-18,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,643.93,531.31,Cardoso Pires - EI,PA,norte
2055,2022-06-21,Luna,Equipe Solaris,Infraestrutura,Hospedagem de Sites,3,1042.46,925.34,da Rocha e Filhos,BA,nordeste
2056,2024-10-28,Danilo,Equipe Solaris,Desenvolvimento,Integração de Sistemas,7,1270.88,739.48,da Cunha,BA,nordeste
2057,2022-12-07,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,4,1346.91,886.33,Silveira S.A.,PE,nordeste
2058,2024-08-01,Luna,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,20,397.91,212.51,Santos Campos - ME,MG,sudeste
2059,2023-09-03,Luna,Equipe Solaris,Consultoria,Consultoria em TI,5,1023.5,654.17,Barros Pereira S.A.,RJ,sudeste
2060,2023-01-18,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,15,938.72,644.65,das Neves,BA,nordeste
2061,2024-03-19,Luna,Equipe Solaris,Desenvolvimento,Integração de Sistemas,13,1298.93,891.98,Nascimento,SP,sudeste
2062,2025-04-09,Luna,Equipe Solaris,Infraestrutura,Hospedagem de Sites,9,1366.17,1074.22,Pinto,RS,sul
2063,2022-11-04,Luna,Equipe Solaris,Consultoria,Gestão de Projetos de TI,11,697.08,567.19,da Conceição e Filhos,MT,centro-oeste
2064,2024-03-14,Luna,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,18,485.88,398.72,Fogaça,CE,nordeste
2065,2023-11-02,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,15,1013.68,613.08,Martins,SP,sudeste
2066,2023-09-08,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,18,1344.8,725.42,Cavalcanti,PR,sul
2067,2024-01-15,Isabella,Equipe Solaris,Consultoria,Treinamento em TI,15,866.59,682.63,Nogueira,MT,centro-oeste
2068,2025-01-29,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,13,616.71,316.01,Vieira,MG,sudeste
2069,2023-04-03,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,9,702.04,561.81,Silveira - ME,DF,centro-oeste
2070,2024-12-16,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,7,932.8,678.45,Oliveira,PE,nordeste
2071,2023-04-05,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,6,1018.82,668.73,Monteiro S/A,RS,sul
2072,2025-04-28,Luna,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,3,1436.86,779.68,da Mota,SC,sul
2073,2024-01-15,Ana Júlia,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,20,424.58,303.93,Gomes S/A,BA,nordeste
2074,2022-07-29,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,2,1217.13,996.22,Gomes S.A.,DF,centro-oeste
2075,2023-10-14,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,11,1093.3,908.39,Monteiro,AM,norte
2076,2023-03-08,Luna,Equipe Solaris,Consultoria,Treinamento em TI,8,1066.88,690.35,Souza,BA,nordeste
2077,2024-12-30,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,14,832.68,445.85,Alves S/A,MG,sudeste
2078,2025-02-11,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,17,347.87,189.93,Cardoso,RO,norte
2079,2024-01-16,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,18,1100.59,852.31,Cardoso Santos S.A.,MG,sudeste
2080,2022-09-11,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,18,1138.01,655.98,Dias,AM,norte
2081,2023-04-07,Luna,Equipe Solaris,Consultoria,Consultoria em TI,16,1016.84,517.47,Santos,CE,nordeste
2082,2024-10-23,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,8,1359.93,896.6,Monteiro Ramos - ME,CE,nordeste
2083,2024-01-20,Danilo,Equipe Solaris,Infraestrutura,Backup em Nuvem,2,377.9,202.55,da Rosa,PA,norte
2084,2023-04-06,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,10,636.87,409.85,Gomes Carvalho S/A,SC,sul
2085,2025-03-01,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,11,979.92,689.12,Rodrigues,DF,centro-oeste
2086,2022-06-12,Agatha,Equipe Solaris,Infraestrutura,Backup em Nuvem,8,1220.21,861.01,da Luz Moura - EI,DF,centro-oeste
2087,2023-01-07,Ana Júlia,Equipe Solaris,Consultoria,Consultoria em TI,15,623.14,421.59,Santos - ME,PE,nordeste
2088,2022-09-26,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,17,434.73,236.35,da Luz,DF,centro-oeste
2089,2024-05-22,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,5,242.41,195.21,Carvalho,RS,sul
